ExtractDate,PublisherURI,PublisherLabel,OrganisationURI,OrganisationLabel,CaseReference,CaseURL,CaseDate,ServiceTypeURI,ServiceTypeLabel,ClassificationURI,ClassificationLabel,CaseText,LocationText,DecisionTargetDate,Status,CoordinateReferenceSystem,GeoX,GeoY,GeoPointLicencsingURL,DecisionDate,Decision,DecisionType,DecisionNoticeDate,AppealRef,AppealDecisionDate,AppealDecision,GeoAreaURI,GeoAreaLabel,GroundArea,UPRN,Agent,PublicConsultationStartDate,publicConsultationEndDate,ResponsesFor,ResponsesAgainst
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00155/DISCON,http://publicaccess2.milton-keynes.gov.uk/online-applications/,28/01/2014,http://id.esd.org.uk/service/1734,Discharge of planning conditions,,,Details submitted pursuant to discharge of condition 24 (archaeological matters) attached to plannin,"Land At Fen Farm, North of The A421 And East of The A5130 Milton Keynes  ",25/03/2014,Decided,,,,,19/03/2014,Approve,Delegated,,,,,,,,,Mr Donald Morgan,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00201/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,31/01/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6012,Q18 Minor all other minor developments,Installation of multi-use games area (MUGA) with 3m high fencing,Barleyhurst Park Primary School Forfar Drive Bletchley Milton Keynes MK3 7NA ,28/03/2014,Withdrawn,,,,,25/03/2014,Withdrawn,Delegated,,,,,,,,,Mrs Jennifer Maxwell,,10/03/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00202/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,31/01/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Erection of metal storage unit for use as a motorcycle garage to front of dwelling,5 Hillway Woburn Sands Milton Keynes MK17 8UL ,28/03/2014,Decided,,,,,28/03/2014,Approve,Delegated,,,,,,,,,,,04/03/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00203/TCA,http://publicaccess2.milton-keynes.gov.uk/online-applications/,31/01/2014,http://id.esd.org.uk/service/1736,Conservation area tree works notification,,,Notification of intention to crown lift 9 x trees within the recreation ground,Land At Recreation Ground Common Street Ravenstone  ,13/03/2014,Decided,,,,,10/03/2014,,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00195/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,03/02/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Part two storey; part single storey rear extensions,60 Pigott Drive Shenley Church End Milton Keynes MK5 6JN ,01/04/2014,Decided,,,,,31/03/2014,Refuse,Delegated,,,,,,,,,Mr Antony Thompson,,17/03/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00246/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,07/02/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Erection of a shed/workshop for storage and hobby working to rear of the property (part retrospectiv,36 Milton Drive Newport Pagnell MK16 9AU ,04/04/2014,Decided,,,,,27/03/2014,Approve,Committee,,,,,,,,,,,10/03/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00247/DISCON,http://publicaccess2.milton-keynes.gov.uk/online-applications/,07/02/2014,http://id.esd.org.uk/service/1734,Discharge of planning conditions,,,Details submitted pursuant to discharge of condition 13 (specification of the ground floor security ,Development Site At Portishead Drive Tattenhoe Milton Keynes  ,04/04/2014,Decided,,,,,18/02/2014,Refuse,Delegated,,,,,,,,,Mr Steven Barker,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00371/LBC,http://publicaccess2.milton-keynes.gov.uk/online-applications/,18/02/2014,http://id.esd.org.uk/service/514,Listed building consent ,http://opendatacommunities.org/def/concept/planning/application/6000/6016,Q23 Other listed building consents (alter-extend),Listed building consent for restoration and alteration works,Melville Farm 15 Shenley Road Bletchley Milton Keynes MK3 6HA ,15/04/2014,Decided,,,,,14/04/2014,Approve,Delegated,,,,,,,,,Mr David Waites,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01091/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,14/05/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6012,Q18 Minor all other minor developments,Removal of existing window; enlargement of opening and installation of new window and external shutt,Central Jamia Mosque 14 - 16 Church Street Wolverton Milton Keynes MK12 5JN ,17/07/2014,Decided,,,,,15/07/2014,Approve,Delegated,,,,,,,,,Mr Andrew Pegley R.I.B.A.,,25/06/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01092/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,14/05/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Construction of conservatory to the rear,6 Paxton Close Olney MK46 5PR ,09/07/2014,Decided,,,,,09/07/2014,Approve,Delegated,,,,,,,,,Miss Amy Duckworth,,26/06/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01095/ADV,http://publicaccess2.milton-keynes.gov.uk/online-applications/,09/05/2014,http://id.esd.org.uk/service/1082,Advertisement control,http://opendatacommunities.org/def/concept/planning/application/6000/6015,Q22 Other advertisements,Advert consent to display 4 x non-illuminated free standing signs (The Bowl Roundabout),Land At The Bowl Roundabout Milton Keynes  ,04/07/2014,Decided,,,,,02/07/2014,Approve,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01096/ADV,http://publicaccess2.milton-keynes.gov.uk/online-applications/,09/05/2014,http://id.esd.org.uk/service/1082,Advertisement control,http://opendatacommunities.org/def/concept/planning/application/6000/6015,Q22 Other advertisements,"Advert consent to display 5 x non-illuminated free standing signs  (Denbigh Roundabout)    ",Land At Denbigh Roundabout Milton Keynes  ,04/07/2014,Decided,,,,,30/06/2014,Approve,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00178/TPO,http://publicaccess2.milton-keynes.gov.uk/online-applications/,30/01/2014,http://id.esd.org.uk/service/508,Tree preservation orders,,,Tree preservation order consent to re-pollard 1x Willow tree,Bridge House 3 Riverside Newport Pagnell MK16 8HH ,27/03/2014,Decided,,,,,20/03/2014,Approve,Delegated,,,,,,,,,,,04/03/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00181/TCA,http://publicaccess2.milton-keynes.gov.uk/online-applications/,30/01/2014,http://id.esd.org.uk/service/1736,Conservation area tree works notification,,,Notification of intention to crown reduce by 40% and remove lower branches to 6ft above the ground o,Site At Rear of 2 Pevers Lane Weston Underwood  ,12/03/2014,Decided,,,,,11/03/2014,,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00205/ADV,http://publicaccess2.milton-keynes.gov.uk/online-applications/,03/02/2014,http://id.esd.org.uk/service/1082,Advertisement control,http://opendatacommunities.org/def/concept/planning/application/6000/6015,Q22 Other advertisements,Advertisement consent for 2x internally illuminated fascia signs and 2x internally illuminated free ,Brian Currie The Van Centre 1 Summerson Road Bleak Hall Milton Keynes MK6 1LE ,30/04/2014,Decided,,,,,09/05/2014,Approve,Delegated,,,,,,,,,Mr Anthony Knight,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00206/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,03/02/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Two storey front extension; single storey porch; single storey rear extension; garage conversion and,6 Verdi Close Old Farm Park Milton Keynes MK7 8PD ,01/04/2014,Decided,,,,,,Approve,Committee,,,,,,,,,Martin Cowling Architect,,10/03/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00365/DISCON,http://publicaccess2.milton-keynes.gov.uk/online-applications/,17/02/2014,http://id.esd.org.uk/service/1734,Discharge of planning conditions,,,Details submitted pursuant to discharge of conditions 10 (Eco Homes Assessment) and 18 (Secured by D,Newton Leys Drayton Road Bletchley  ,14/04/2014,Live,,,,,,,,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00506/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,04/03/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6007,Q13 Minor dwellings,Extension of time limit on application 11/00773/FUL for the erection of four dwellings with associat,139 Simpson Simpson Milton Keynes MK6 3AL ,,,,,,,26/03/2014,,,,,,,,,,,B J Bilcock,,09/04/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00541/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,12/03/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Single storey side extension,22A Green Lane Wolverton Milton Keynes MK12 5HB ,07/05/2014,Decided,,,,,07/05/2014,Approve,Delegated,,,,,,,,,,,24/04/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00542/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,12/03/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Relocation of conservatory to rear elevation and single storey side extension to provide additional ,5 Crosby Court Crownhill Milton Keynes MK8 0DD ,07/05/2014,Decided,,,,,07/05/2014,Approve,Delegated,,,,,,,,,,,17/04/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00543/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,12/03/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Two storey side extension (re-submission 13/02249/FUL),17 Howe Rock Place Tattenhoe Milton Keynes MK4 3BX ,07/05/2014,Decided,,,,,07/05/2014,Approve,Delegated,,,,,,,,,,,24/04/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00582/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,18/03/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6007,Q13 Minor dwellings,Erection of a single storey dwelling,Land To Rear of 129 High Street Stony Stratford  ,13/05/2014,Withdrawn,,,,,13/05/2014,Withdrawn,,,,,,,,,,Mr Robert Prewett,,25/04/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00373/DISCON,http://publicaccess2.milton-keynes.gov.uk/online-applications/,18/02/2014,http://id.esd.org.uk/service/1734,Discharge of planning conditions,,,Details submitted pursuant to discharge of conditions 3 (floor levels); 5 (ground condition); 7 (ext,7 Weavers End Hanslope Milton Keynes MK19 7PA ,15/04/2014,Decided,,,,,21/03/2014,Approve,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00374/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,18/02/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6013,Q20 Other change of use,Change of use from office (use class B1) to shop (use class A1),25 Gurnards Avenue Fishermead Milton Keynes MK6 2BW ,,Withdrawn,,,,,04/04/2014,Withdrawn,,,,,,,,,,Mr Bachitar Sirah,,25/03/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01068/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,12/05/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6006,Q6 Major all other major developments,Solar farm with a connection capacity of up to 7.5MW; comprising the installation of photovoltaic pa,The Kickles Lakes Lane Newport Pagnell MK16 8EF ,21/08/2014,Decided,,,,,17/10/2014,Approve,Committee,,,,,,,,,,,24/11/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01070/CLUP,http://publicaccess2.milton-keynes.gov.uk/online-applications/,13/05/2014,http://id.esd.org.uk/service/1732,Lawful Development Certificate proposed Use,http://opendatacommunities.org/def/concept/planning/application/6000/6031,Q26 Certificates of lawful development,Certificate of lawfulness for the proposed single storey rear extension,12 Coachmaker Court Neath Hill Milton Keynes MK14 6JR ,08/07/2014,Decided,,,,,02/07/2014,,Delegated,,,,,,,,,Dave Cummins,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01081/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,14/05/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Construction of garage and workshop,40 Station Road Bow Brickhill Milton Keynes MK17 9JW ,11/07/2014,Decided,,,,,14/07/2014,Approve,Committee,,,,,,,,,Tom McEvaddy,,15/07/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01083/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,08/05/2014,http://id.esd.org.uk/service/1736,Conservation area tree works notification,,,Prior notification for a proposed single storey rear extension measuring 6 metres from the rear wall,19 Bradwell Road Bradville Milton Keynes MK13 7AX ,18/06/2014,Decided,,,,,17/06/2014,Prior not required,Delegated,,,,,,,,,Mr Yasser Mahmood,,13/06/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01084/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,09/05/2014,http://id.esd.org.uk/service/1736,Conservation area tree works notification,,,Prior notification for a proposed single storey rear extension measuring 5.745 metres from the rear ,6 The Close Hardmead Newport Pagnell MK16 9LA ,19/06/2014,Decided,,,,,19/06/2014,Prior not required,Delegated,,,,,,,,,Mr Darren Bell,,13/06/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01109/TPO,http://publicaccess2.milton-keynes.gov.uk/online-applications/,15/05/2014,http://id.esd.org.uk/service/508,Tree preservation orders,,,Tree preservation order consent for removal of dead wood and torn branches of 6 x Pine trees and to ,57 Shepperton Close Castlethorpe Milton Keynes MK19 7HR ,10/07/2014,Decided,,,,,09/07/2014,Approve,Delegated,,,,,,,,,Salcey Group,,19/06/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00204/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,31/01/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Erection of link between existing house and garage,16 Brill Place Bradwell Common Milton Keynes MK13 8EQ ,28/03/2014,Decided,,,,,28/03/2014,Approve,Delegated,,,,,,,,,Mr Kenn Shaw,,04/03/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00207/REM,http://publicaccess2.milton-keynes.gov.uk/online-applications/,31/01/2014,http://id.esd.org.uk/service/1731,Planning reserved matters,http://opendatacommunities.org/def/concept/planning/application/6000/6001,Q1 Major dwellings,Reserved matters pursuant to outline planning permission 09/00618/OUTEIS for layout; scale; appearan,Land To South And East of The River Ouzel North of Chaffron Way Noon Layer Drive Middleton Milton Keynes   ,02/05/2014,Decided,,,,,01/05/2014,Approve,Delegated,,,,,,,,,Mr Matt Richards,,05/03/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00277/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,07/02/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Proposed replacement windows,5 Green Lane Wolverton Milton Keynes MK12 5HN ,04/04/2014,Decided,,,,,03/04/2014,Refuse,Delegated,,,,,,,,,,,12/03/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00452/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,04/03/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Insertion of two roof-lights to rear elevation (retrospective),145 Church Street Wolverton Milton Keynes MK12 5LA ,29/04/2014,Decided,,,,,29/04/2014,Approve,Delegated,,,,,,,,,AP Consulting Engineers,,09/04/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00453/ADV,http://publicaccess2.milton-keynes.gov.uk/online-applications/,04/03/2014,http://id.esd.org.uk/service/1082,Advertisement control,http://opendatacommunities.org/def/concept/planning/application/6000/6015,Q22 Other advertisements,Advertisement consent for non-illuminated fascia sign to external elevation (Midsummer Boulevard),26-28 Midsummer Arcade Central Milton Keynes Milton Keynes MK9 3BB ,29/04/2014,Decided,,,,,12/05/2014,Approve,Delegated,,,,,,,,,Astra Signs Ltd,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00454/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,04/03/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6012,Q18 Minor all other minor developments,Single storey side extension to existing tractor store to provide football changing facilities,Olney Town Football Club East Street Olney MK46 4DH ,30/04/2014,Decided,,,,,25/04/2014,Approve,Delegated,,,,,,,,,Terra-Firma Design,,10/04/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00455/DISCON,http://publicaccess2.milton-keynes.gov.uk/online-applications/,04/03/2014,http://id.esd.org.uk/service/1734,Discharge of planning conditions,,,Details submitted pursuant to discharge of condition 26 (gas protection) for phase 2 attached to pla,Oakgrove Phases 2 And 3 Atlas Way Oakgrove Milton Keynes  ,30/04/2014,Decided,,,,,09/04/2014,Approve,Delegated,,,,,,,,,Catherine Williams,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00522/LBC,http://publicaccess2.milton-keynes.gov.uk/online-applications/,11/03/2014,http://id.esd.org.uk/service/514,Listed building consent ,http://opendatacommunities.org/def/concept/planning/application/6000/6017,Q24 Other listed building consents (demolish),Listed building consent to demolish the section of boundary wall between the driveway and adjoining ,Emberton House Farm Newport Road Emberton Olney MK46 5JJ ,12/05/2014,Decided,,,,,12/05/2014,Approve,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00523/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,11/03/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Single storey detached double garage,72 Pattison Lane Woolstone Milton Keynes MK15 0AY ,,,,,,,30/04/2014,,,,,,,,,,,Mr Stephen Cole,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00470/DISCON,http://publicaccess2.milton-keynes.gov.uk/online-applications/,05/03/2014,http://id.esd.org.uk/service/1734,Discharge of planning conditions,,,Details submitted pursuant to discharge of conditions 6 (flood risk assessment); 10 (Surface water d,Former Fiege Merlin Dickens Road Old Wolverton Milton Keynes MK12 5QF ,30/04/2014,Decided,,,,,02/06/2014,Approve,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/00696/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,28/03/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Conversion of existing outbuildings into annex accommodation,10 High Street Sherington Newport Pagnell MK16 9NB ,23/05/2014,Decided,,,,,22/05/2014,Approve,Delegated,,,,,,,,,Mr Robin Bradbury,,06/05/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01097/ADV,http://publicaccess2.milton-keynes.gov.uk/online-applications/,09/05/2014,http://id.esd.org.uk/service/1082,Advertisement control,http://opendatacommunities.org/def/concept/planning/application/6000/6015,Q22 Other advertisements,Advert consent to display 4 x non-illuminated free standing signs (Northfield Roundabout),Land At Northfield Roundabout Milton Keynes  ,04/07/2014,Decided,,,,,03/07/2014,Approve,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01098/ADV,http://publicaccess2.milton-keynes.gov.uk/online-applications/,09/05/2014,http://id.esd.org.uk/service/1082,Advertisement control,http://opendatacommunities.org/def/concept/planning/application/6000/6015,Q22 Other advertisements,Advert consent to display 4 x non-illuminated free standing signs (Stacey Bushes Roundabout),Land At Stacey Bushes Roundabout Milton Keynes  ,14/07/2014,Decided,,,,,14/07/2014,Approve,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01099/ADV,http://publicaccess2.milton-keynes.gov.uk/online-applications/,09/05/2014,http://id.esd.org.uk/service/1082,Advertisement control,http://opendatacommunities.org/def/concept/planning/application/6000/6015,Q22 Other advertisements,"Advert consent to display 4 x non-illuminated free standing signs  (Walton Park Roundabout)    ",Land At Walton Park Roundabout Milton Keynes  ,04/07/2014,Decided,,,,,23/06/2014,Approve,Committee,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01100/ADV,http://publicaccess2.milton-keynes.gov.uk/online-applications/,09/05/2014,http://id.esd.org.uk/service/1082,Advertisement control,http://opendatacommunities.org/def/concept/planning/application/6000/6015,Q22 Other advertisements,Advert consent to display 4 x non-illuminated free standing signs (Emerson Valley Roundabout),Land At Emerson Valley Roundabout Milton Keynes  ,04/07/2014,Decided,,,,,27/06/2014,Approve,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01101/ADV,http://publicaccess2.milton-keynes.gov.uk/online-applications/,09/05/2014,http://id.esd.org.uk/service/1082,Advertisement control,http://opendatacommunities.org/def/concept/planning/application/6000/6015,Q22 Other advertisements,Advert consent to display 4 x non-illuminated free standing signs (Kingston Roundabout),Land At Kingston Roundabout Milton Keynes  ,04/07/2014,Decided,,,,,16/07/2014,Approve,Committee,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01102/ADV,http://publicaccess2.milton-keynes.gov.uk/online-applications/,09/05/2014,http://id.esd.org.uk/service/1082,Advertisement control,http://opendatacommunities.org/def/concept/planning/application/6000/6015,Q22 Other advertisements,Advert consent to display 4 x non-illuminated free standing signs  (Knowlhill Roundabout),Site At Knowlhill Roundabout Milton Keynes  ,04/07/2014,Decided,,,,,02/07/2014,Approve,Delegated,,,,,,,,,,,,,
